X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
-0.08638338429016737,0.2568715391050789,0.09976768937459893,0.1005512741955978,0.20026971178051672,-0.042708242491054184,-0.08412085154987702,0.030073601419904353,-0.035246632759752254,-0.21804494632747506,-0.24625475754887088,-0.08822200384672384,0.12724745285141303,0.09458995930456474,-0.03153986596887047
-0.08932023167539159,-0.19611144956908083,0.04528770751654729,0.0809862761915485,-0.2748291908673718,0.08046251599293228,-0.0580685031394829,0.02155041307421473,-0.06398426317545039,-0.05836078834033532,-0.18048880691437957,-0.013223187223830382,-0.05596865512912878,0.03402241827651814,-0.052994901145185416
-0.019303637949979538,0.18740509973839303,-0.04455579614120042,0.09156108757925654,0.31898302011531443,0.09317832865283471,-0.06084553581260038,0.0110150259914111,0.0330799357690781,0.08504184963354304,-0.2140589166234385,0.08449223668791597,-0.05022130056592673,-0.20447532660549578,0.08089202322300001
-0.05151147078055174,0.38520667209925014,-0.04415383788847554,0.1199715486908102,0.4502749792110293,0.07747356808852032,-0.038829622935873456,-0.07668776429763341,0.0706671773699355,0.05787265959291847,-0.17517917301153696,-0.029965618806474845,0.029018134658493375,0.10449248753471277,0.05980969175696113
-0.06932448865678056,-0.27488717403656904,0.09569928137282332,-0.14787808051366447,-0.22365427442818944,-0.045055983330107074,0.00249596731075543,0.0013597418487441698,0.05107994054514577,0.0450299187353473,0.09290167112428191,0.03761577465549401,-0.08630041614576574,-0.12061967314263534,-0.07602863758679297
0.01767708066639144,0.2515375747645431,0.017935589362548382,-0.053112793412189926,0.17006326564526078,0.03707370902620749,0.05222758881551649,0.0369048152644973,0.09999661653807909,0.012795580581210025,0.0068181734973977726,-0.05330046860024107,-0.005261199870180783,0.19661741347846853,0.0869048848515031
0.01801887875087678,0.14294195438869758,0.09080595472425765,-0.10471358935811789,0.036487722604369215,0.0037932218765053954,0.013768305797428177,0.09829848357213282,0.08212496002007322,-0.21445967921700515,0.1117019762186771,-0.01865635610884224,-0.02163604486520612,0.08142019949088748,0.05297305952738432
-0.01845626603455823,0.027891601309630837,-0.03828272582297015,0.09611006332974789,0.10487667842840304,0.0023971597293547947,-0.045460598942898646,-0.08072411093169933,-0.043750015615714496,0.14851137223488906,-0.07683608739693318,-0.019545789200621694,-0.06480130708467097,0.07121338094400767,0.06165973043275774
0.08821776378931354,0.17717965544963438,-0.0023276911533166994,-0.160110379699523,0.2524653285021035,0.08521162805378163,0.041348926763756955,-0.05371848897655514,-0.0416160037210523,0.1263148034344978,0.23389921919193896,-0.04639425875105072,0.10141639440683856,0.24721230173510647,0.08169215484832734
-0.06043451027054532,-0.2815638575381557,0.07852794716210681,-0.09220388327191673,0.04574406897216356,-0.05602963871453588,-0.002720058194414031,-0.09136729987864972,-0.12200515485110995,0.20398983264214074,0.05259563776967541,-0.082813238520315,0.0759130626615353,0.09159309849595343,-0.07842075050144659
-0.03037052195927463,0.33728532379779574,-0.08401165613123691,0.1593628618942409,-0.006948058471420604,0.04114149707410272,-0.047208492507662986,0.04109618806603213,0.012949925346939081,-0.2355479794157529,-0.10223953239450315,-0.0383562753864031,0.07720500134395653,0.11447341102547971,0.01187634267267508
-0.014188125135674245,0.2956065659407404,-0.02555519490924625,0.020076147596933484,0.16808884959311365,0.08623997222865273,-0.011892982983225171,0.013600156763546182,-0.012808958597475193,-0.11870988713422576,-0.11551608292330562,0.05728998742009936,0.014867978324857943,0.03961498294378981,0.09520401612140866
0.05177122276011309,0.3950602164946735,-0.030649670309255944,0.1287772583073638,0.40919061601618134,0.08181555689810666,-0.09822460901541376,-0.0790205294688317,-0.008167014793499012,-0.04420419412798733,-0.0941356871757004,-0.060166504567623784,0.14397524064409295,0.13298882218605046,0.055971290575903915
