X0,X1,X2,X7,X4,X3,X5,X6,X9,X8
-0.046362389017842245,0.0729494549432591,-0.08919206300510805,-0.046269980518043076,0.060895191180202424,-0.027581976286341403,0.1108882881736803,0.10939012092048767,-0.09582663629786528,-0.17056098568391853
0.05727957854296231,0.005674970464040571,-0.009655472958144201,0.05544482294739461,-0.04705332169892551,-0.0055601486747409445,-0.06612829675716365,0.08794091268453909,0.023416031534440038,-0.05584119300122964
0.041959036959881124,-0.010379127558465082,-0.05374199882593216,0.08655241542136055,-0.030080606519744875,0.15292796554185334,0.044578472229397675,0.1223393546017008,-0.00499010074974178,-0.15153295837704142
-0.02711822961486808,0.07842634881050584,0.010102378076208798,-0.044164310834625686,0.019872051398736608,-0.011200297613325437,0.0036623603562570333,-0.13278391115182703,-0.04590029417734888,0.1630238136949374
-0.09487756750698068,-0.06422356645062113,-0.0037051713649488838,-0.09903326227118132,-0.14502990879509897,-0.1525883944912811,0.022002128441150542,0.11569292496695771,-0.005555348346294835,-0.0060698026230573965
0.0956012926373365,0.09801728948708327,-0.07119079384877247,-0.039867001314601906,0.17147844231822115,0.08507121841497592,0.06267846371756439,-0.08282820402880088,-0.005152602557201685,-0.02985486064157082
0.09444404792802161,-0.0273676956991543,-0.09069470981926275,0.07690189077909446,0.002428571418223349,0.21701432888451713,0.047174202478213176,0.0864095645846019,-0.02232953423692738,-0.12257693734536913
-0.021440248900241182,-0.024561585421026183,0.049552995441841524,0.04422670739485718,-0.02884233580815497,-0.11812658039746834,0.02588273440852546,-0.07274755772559457,0.163586859449948,0.12750305739147008
0.061949993941867926,0.07800549100461335,-0.07280727283588724,0.04585880928747266,0.10395365276560686,0.04671049770125295,0.07027069831906914,0.09650244771716782,-0.002048982011485557,-0.03749741650494086
0.0764981290567387,-0.03890895670099386,0.043894180100909674,-0.041455328386502566,0.024867509993003467,0.029462895818662082,-0.112266172175072,0.03628331707358888,0.11271234987075802,-0.03364347004650545
0.08467610787738486,0.07607612860883026,-0.09812607259263394,-0.033916241145459644,0.05097960012904555,0.06342803021176395,0.05220536924472844,-0.055297177147719326,-0.0756163294226977,0.019128700751670225
-0.07612075120263635,-0.05152991022366831,0.07164474970476914,0.01044136250243441,-0.07409266274136424,-0.0025819283935388654,-0.07995089773087935,-0.10274605602018451,-0.0756608694048499,0.022285688981796968
0.0007023773039730036,-0.038338424676545496,0.05546046802020721,-0.027513012975780127,-0.05078325999525608,-0.13495303254947394,0.006689070627969654,-0.01788171279764851,0.05974206752029279,0.010403166614080717
-0.034979661006678556,-0.022226739388924763,-0.0950981782111487,0.07647106782994631,-0.10092089806024993,0.0904867465368496,0.03497668413917804,0.13115321357054815,-0.010041876134330954,-0.10553395518857901
-0.098114768939194,0.021933296593896284,-0.06689003639796401,0.04536418933535505,-0.0433560476144879,0.028192646863344384,0.021010349429977107,0.09108787447121477,-0.030235606209587235,-0.1707766503923353
-0.009076353473484275,0.010420734123826297,0.0992638491113571,-0.03051396402962124,-0.0795389303082008,0.0046803905919600985,-0.06451019471655059,-0.07068641660916444,0.029430618907816702,-0.002501517019006874
0.02982330118710927,-0.0441063621477686,0.04468133763326873,0.04606666407007748,0.07160019012634587,0.03072912799877213,-0.12390440307999136,0.0778454592113877,-0.08002055305935946,-0.09248004999160932
0.0614590748736307,0.05849720158336094,-0.059189487296735455,-0.01923825331336164,-0.0456496710092733,0.0289171410894438,0.024645384567807974,-0.027685164131575908,-0.02611217613093878,-0.027165308255765148
0.046748819905122335,-0.059659434267003444,-0.035495876523351136,-0.03949741232872757,0.11537233192009011,0.06856144004699061,0.05558281061078016,0.05345789010311196,0.05780256606770423,-0.13594157518787472
0.03400446687175704,0.08882237269173496,0.040847032962006036,-0.033659356618836636,0.0611798834019819,0.021763214077081677,-0.08016200334874998,-0.1509491130906711,0.09239513895790889,0.1772990731887512
-0.07152165348451561,-0.06406759828249967,-0.08922559815758786,0.04684069654376283,-0.12363717387917753,0.022113166206253466,0.08585158565707322,0.17577303546881481,-0.1808973208144819,-0.12183384573338735
0.06837597618333682,0.07961632153519774,-0.07768013085706578,-0.038578657033478875,0.02012968712290309,0.13668096257790752,0.02142477120904613,0.08892545571233124,0.020451381238791914,-0.10504764483433424
0.048250315591611664,-0.09152285712564734,0.0425043266273096,0.08479859327628689,-0.016049799426065846,0.01881853306249682,-0.034445147169527984,-0.03187283486067847,-0.029379658355905867,0.07541744305950962
-0.07525390725698455,-0.09678437707251271,0.07407611878096759,-0.02604218682108564,-0.05559300691836299,-0.057369875789017866,-0.027215812649605313,-0.05513940506887575,0.03862440945353537,0.02073487007543929
-0.034063979997031105,-0.05278288586554432,0.05381929784488995,0.07215327844825314,-0.09091796729115594,-0.14803871380099176,0.011013662881590572,-0.0426921716031149,-0.002705281703131182,-0.02344928636080417
0.08661551035296472,0.07159716477669176,-0.08080236516870448,-0.07734021926158174,0.06807074151737781,0.02314621101910154,0.03912047732281437,0.014154015190354164,0.04487601253200484,0.04192548766537302
0.054706178776421144,-0.009473969572056332,0.03318203375789397,-0.015429726072930916,0.12367726564013604,0.10145144505799505,0.0775461013323553,0.03242187156341923,0.04638949511155252,-0.09773574248990224
0.026167788382625762,-0.023637997910666522,0.009924584488325089,-0.031058428487875503,0.015278486143533835,0.016380291342272355,0.03321866868415768,-0.01958783908334471,0.10791793629272768,0.09888871987863179
0.07481563115699805,0.0608401657601195,-0.005072728074378391,0.029145418233529924,0.1326146754889932,-0.04703510481103813,-0.007715569971572047,-0.13599329114094422,0.17392549804598106,0.1751138817253866
0.09966691216982726,0.014449168445269528,0.03417170165182945,-0.03773908784531015,-0.012301223789277324,-0.007166406029951472,-0.08772945065484775,-0.09040036522362177,0.044911629709477846,0.0649313315308064
-0.0494848988184706,0.05503870466940572,0.03833151023964115,0.025206214166085983,-0.06932365960402453,-0.08816700614964801,-0.0630457187017584,-0.028200457755769986,0.008171270960642692,0.11936922410402975
