Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Region_10,Region_11,Region_12,Region_13,Region_14,Region_15,Region_16,Region_17,Region_18,Region_19,Task,Subject
0.12855802607961117,-0.5545165692570786,-1.014088280786492,0.022804754772483976,-0.859964145821558,-0.919670307427192,-0.24782780331878082,0.49984255172324576,0.4963691672641082,0.050162413170213055,1.1385184060444353,-0.9552844387901033,0.3896274309989929,2.1086821893906067,0.0028953315373789843,1.2890929621632436,0.5969745388575677,1.1314959285682957,0.6672613353152109,-0.1563578838638076,Rest,0
-0.11981355700677208,-1.037446781895463,0.5071046305741559,0.21448607197606778,-0.7394815423644218,1.3420382180748494,0.05331461498700761,0.7141290094372448,0.3854227836293248,0.15197986655641,1.0816074840600705,-0.9870528445734089,0.5837440648300394,2.153594800861131,0.12299484105047415,1.0376657276407955,0.5996455250784698,-0.4128224400502154,-0.5428302479504377,-0.12908767472581303,Task1,0
0.054936952959178956,1.6638738969678728,1.1282250980992692,-0.01088598911437541,-1.8790002156710028,0.2303328092077146,0.06785455818992073,0.6732035040785778,0.7051533290182433,0.623464646948026,1.2104624306490543,-0.9740108051235474,2.1737333858556696,2.4464691868497366,-0.01430556775733946,1.717092666138063,0.6351667700770165,0.25930867963244947,-0.9218570330641296,-0.013955513709260023,Rest,0
-0.011035860256386303,0.38508704457411747,-0.2888237749012736,0.0834592452962064,0.451768220059806,-0.202291383339138,0.16509309585661683,0.6016407287333576,-0.07118042253994,-0.341649072704403,1.119739850207917,-0.7795363946702343,0.37077018892348684,1.8782392126236702,-0.27759057134949244,1.0881230931349968,0.5139846812787261,0.9967947205215727,0.1505885067621791,-0.1099879971085101,Task2,0
-0.021420310683527503,-0.1961691618310198,0.24046551999164312,0.10713540311218037,-2.03043363226247,-1.4439104420183542,-0.08423162732093979,0.6103884554699829,0.03372327971000007,-0.5833138090194049,1.129692620197422,-0.8693624235411404,0.9687121925687836,1.8431201685324488,0.13031860567515816,1.1018151822280453,0.6848680446919043,0.4519927436377472,-1.236050617764425,-0.08716913484055697,Rest,0
-0.008947889425879624,0.7575777124477497,-0.9941352656226143,0.15207213457600968,0.11758390238244526,-0.5588358821513802,0.007848991496523667,0.6897610290717011,-0.36917540646532654,-0.2617276928045104,1.121468412319165,-1.0457075863629741,1.4612371277246652,1.9314621187909726,-0.08355759115542111,1.158291439418104,0.485782390490788,-0.9599472954879344,1.2330820042421486,-0.14596362257857526,Rest,0
-0.15448347991169387,-0.013996849936630511,1.7547662598716147,-0.006802651239646081,1.4580956714774327,1.334310305508437,-0.1006608831893636,0.43725139794524504,-0.40266158471073094,0.6158067112234636,1.1796901115670368,-1.0450867973293447,-0.58565176525462,1.9373939223745724,0.07159997984998394,0.8492979487144902,0.5126288478722116,0.6565705166372272,0.1831840852364512,0.08058439150938068,Rest,0
0.20242786968347662,-0.30091709095861663,0.8063376433749445,0.1938780164246609,-0.5139080344418634,-1.8520337106425384,-0.06996956065302952,0.581867393162056,-0.06686646931088695,0.48860481713755477,0.9306160800341725,-0.9158635033539423,-0.29783594522596085,2.2937956291409862,-0.10843499103452856,1.217037451148512,0.5331754153673514,-0.7974439661427737,-0.40994918480228754,-0.05630676623918883,Rest,0
0.1994579411152826,1.3802498426328642,-1.6771228438291548,0.19604762721979574,-1.6542110896382096,0.6311550966482732,-0.001507087554140668,0.4159389286510282,1.0286019306078396,0.12168945197474365,1.249745144824508,-1.2964076586294182,-0.3131462457844849,2.4316268184298964,0.04486424149254238,1.6071379792171239,0.4671960809627154,0.4335170573667499,0.74470169513848,-0.1605776290575668,Rest,0
-0.04464590843976324,0.07169708570783197,0.05963790773663806,0.17292770434075888,-0.9616794855786583,-1.5239445672366518,0.04028784584556565,0.49209233323470397,0.007759160016797981,-0.24976237396731485,1.224175513906237,-1.172710831694478,-0.7891095477721906,1.7818506356563533,-0.026332367458540177,1.136618500068002,0.6181734952055222,0.5244948488844482,0.14561501275379543,-0.10129802597418325,Task2,0
0.028397763231809158,0.8619164260678179,-0.37535109652458576,0.1691550853144158,1.524083871823916,0.7384187197350041,0.06288198391426984,0.4532387318806774,0.39554494516671096,-0.695752488072072,1.259295000622393,-0.9906336788513096,-2.0218406284793606,1.9617797392362812,-0.11449591470091362,1.3928289120779014,0.4855070961937131,1.5545407694981965,0.4212972169696056,-0.08499577935035627,Rest,0
