,0,1,2,3,4
0,-1.6055,-1.7238,-1.2778,-1.6735,-2.1722
1,-1.0725,-1.1915,-1.0636,-1.2279,-1.1542
2,-0.66341,-0.9171,-0.5296,-0.89001,-0.53765
3,0.91791,0.2478,0.21417,0.31587,0.36407
4,3.0114,2.1452,1.3883,1.1907,2.3292
5,-0.64627,0.050298,1.3213,1.3124,0.053057
6,-2.1216,-1.0179,-0.13382,-0.11523,-1.5784
7,2.0381,1.0749,0.10034,0.4996,1.9101
8,4.6639,3.6112,2.0892,1.5538,4.0783
9,0.36001,0.92971,0.029943,0.30237,0.31169
10,-3.8104,-0.99295,-1.3961,1.3501,-0.29821
11,-2.1446,0.37691,0.08192,0.94179,1.7171
12,2.9584,2.6776,2.0738,1.045,1.9588
13,3.929,2.887,2.3695,1.1388,1.7113
14,-0.36497,0.65917,0.91153,0.95262,-0.76936
15,-3.5993,-1.5343,0.12249,0.29651,-1.8286
16,2.32,-0.15706,-0.24113,0.73514,1.8565
17,0.47061,-1.0091,-0.94513,-0.75406,-1.2587
18,-1.5456,-1.842,0.018073,-0.90488,-2.455
19,-2.7441,-2.9086,-2.0547,-3.0229,-3.8227
20,-0.49765,-1.9818,-2.5525,-2.3172,-1.0414
21,2.7191,0.90289,0.023063,0.25773,2.5957
22,-1.2207,-1.273,-1.2834,-1.1615,-1.8482
23,-3.884,-2.7526,-0.49804,-1.1125,-4.2477
24,-1.615,-1.9311,-1.5967,-2.1228,-2.3249
25,2.2451,0.83883,-0.50058,-0.94344,0.81176
26,-0.21456,0.10405,-0.94823,-1.0896,-1.5011
27,-1.6924,0.75219,0.19823,-0.065932,-0.68293
28,2.0012,2.0478,2.6241,2.125,4.1041
29,4.3589,2.9636,2.348,1.7223,4.2458
30,3.1804,2.791,0.95748,1.2129,1.8724
31,1.9551,1.7684,0.25926,0.29725,0.63992
32,-2.6182,-1.6821,-2.3216,-2.0913,-3.9477
33,-5.131,-3.4981,-2.9461,-2.0655,-3.619
34,-3.3094,-2.9251,-1.7426,-1.515,-1.2564
35,-1.4382,-1.4431,-0.64421,0.084687,-0.95478
36,-1.4855,-0.26769,-0.023902,-0.15041,-0.86958
37,-1.2227,0.12891,-0.17363,-0.03778,-0.80877
38,-0.69946,-1.2753,-0.7811,-0.58296,-0.9027
39,-0.20033,-1.3284,-1.0157,-0.45515,-0.52655
40,1.2814,0.5871,1.2449,1.427,2.502
41,1.6745,1.8728,2.8765,2.4553,3.2163
42,-0.33375,-0.2895,1.0083,0.8041,-0.10999
43,-0.40088,-1.3161,-1.2975,-0.56418,-1.6677
44,0.38789,-0.53993,-0.6671,-0.46417,-0.097083
45,0.62231,0.089421,0.075499,0.034139,0.47873
