,0,1,2,3,4
0,-3.0732,-0.24286,-0.9593,-3.5008,-2.6513
1,-0.26581,0.30347,-1.4545,-0.019657,0.60798
2,-0.13419,-1.3627,-0.84241,0.65193,-0.19398
3,-1.6502,0.010953,-1.208,-1.8765,-2.6998
4,2.3257,-0.8296,-0.29734,-0.43333,-1.4119
5,0.66463,0.22463,3.3153,2.4094,1.3899
6,-1.3352,0.16965,2.8582,2.0883,0.071897
7,3.8338,-0.42661,-2.6681,-0.83822,0.76885
8,3.8717,1.9254,0.23816,-0.83638,0.22103
9,1.5001,-1.1058,1.3556,1.5624,4.8071
10,-0.1022,2.7838,-0.014253,5.9229,3.9267
11,1.9672,4.316,-1.3169,2.8931,3.982
12,1.0631,2.7244,2.3678,-1.4648,-0.78237
13,0.23613,0.58039,1.5332,-1.6617,-5.1002
14,-0.44291,1.6751,4.175,1.4092,0.52488
15,-4.2089,-2.3483,2.4711,1.7927,1.0559
16,2.3955,-3.8646,-0.71643,2.1038,0.77861
17,-1.1182,-1.9528,0.27239,-0.24715,-0.089658
18,-4.5056,-1.2162,2.3329,-0.64901,-1.6327
19,-3.6754,-3.2299,-2.8663,-1.2674,-2.546
20,0.202,-0.16131,-1.8606,-1.9892,1.1053
21,3.3122,0.11251,-2.9625,-1.2859,4.6029
22,-0.34759,-2.6957,-1.8991,-0.4727,1.2657
23,-3.5672,-2.7636,1.6002,-2.0822,-3.8881
24,-2.59,-1.1219,-2.2132,-4.0635,-4.8022
25,0.82871,-0.35741,-4.2785,-2.4167,-2.4366
26,-1.3859,2.948,-2.3656,-4.1632,-2.8783
27,-3.1042,3.7984,-1.1174,0.23211,-1.0338
28,2.6854,4.3284,3.8397,1.0702,4.7472
29,5.4779,2.0744,1.8056,1.2585,4.4251
30,1.6838,2.3784,-2.6011,-1.0998,-1.9465
31,3.1522,-0.92341,-2.3355,-1.0002,-5.1695
32,-2.9523,-5.1478,-3.09,-0.17776,-2.7808
33,-2.4255,0.91607,-1.3689,-1.6788,2.6794
34,1.1404,-3.4271,-1.7511,0.013876,1.7809
35,-2.7632,1.7396,0.15527,2.1044,-1.4196
36,-2.9253,1.1888,1.7617,0.54599,-1.3216
37,-1.8146,0.64817,2.3046,0.28,0.06035
38,-2.6898,-4.3957,0.29477,1.0082,0.28109
39,-1.2159,-4.4289,-1.8817,-0.6022,-0.8063
40,2.1787,4.3616,0.12272,0.44377,1.6792
41,2.4882,2.2465,4.8612,2.1567,1.9648
42,0.53759,-3.6607,1.5586,2.0559,-0.53429
43,-0.17008,-2.309,0.62593,1.5549,-1.6775
44,0.79112,-1.2547,-0.80067,-0.55235,-0.42943
45,-0.31425,-0.97182,-1.3421,0.014372,-0.35081
46,1.439,1.4991,0.7507,2.758,0.8939
47,3.1786,-0.0042161,2.2773,0.055198,2.7972
48,4.2316,2.241,5.4012,0.94559,-0.80958
49,6.2279,2.5801,1.9912,2.1255,3.9658
50,2.6215,5.409,-0.19547,2.942,2.1427
51,0.53027,0.84306,0.79422,0.59667,-0.69108
52,-0.054296,-2.6661,-2.6334,-1.4934,-2.2137
53,-1.8,0.6692,-1.2335,-1.1485,-0.9708
54,-1.0802,3.4247,0.61619,-0.62309,-0.89846
55,-3.3784,3.0974,1.5481,-0.08598,-0.54566
56,-1.8051,-2.2315,-0.57457,-1.1602,-0.055953
57,1.0648,-2.0955,-0.15345,3.8272,1.6327
58,0.40326,-0.74999,-0.57827,0.39012,-0.3293
59,2.331,2.7873,0.84289,-1.2854,5.0899
60,1.8109,1.787,2.4209,0.71596,-0.054284
61,-2.2576,-2.0653,3.9464,-1.0592,-2.3332
62,-1.3597,-2.7394,-4.3205,-2.9407,-1.3489
63,3.4373,0.29721,-3.6665,-1.6965,3.6694
64,2.1409,1.5478,-3.1022,-0.8631,3.5734
65,-1.267,-0.65618,-0.76522,-2.1195,-2.1455
66,-0.080777,0.88464,0.02027,0.63599,-6.0459
67,-1.5481,-0.83202,0.14323,3.8048,0.14869
68,-4.0643,-2.1057,-1.5696,-2.047,-1.541
69,-2.2049,-0.77899,-0.72548,-1.216,-0.43178
70,1.0862,0.25597,1.7212,4.9001,0.7913
71,-1.9972,2.3561,5.5042,2.2792,1.6629
72,-0.95764,2.9216,2.5921,-0.78984,-0.68387
73,-2.7136,-1.9338,-2.6971,-4.2838,-2.4731
74,-1.5626,-1.105,-2.8109,-2.7325,-0.34785
75,2.1896,3.2806,-0.3442,-1.6287,-1.2635
76,4.5717,3.0632,0.025152,-1.6771,4.3599
77,3.6713,0.25366,2.6814,1.4084,4.4083
78,-1.1713,-0.18162,3.8477,1.3426,1.8874
79,-1.2183,-4.4423,-0.96989,-2.8042,2.7733
80,2.0745,-1.6124,-0.10398,-1.2438,2.0022
81,-2.1085,-1.8127,-2.2238,-1.2814,-4.532
82,-2.3393,-2.2705,-5.966,-0.033209,-2.4832
83,-3.3787,-0.80542,-2.2599,-0.88559,-3.7372
84,-2.808,-1.1935,-1.7647,-0.79739,-4.2541
85,-0.55131,0.12622,-1.0458,4.4168,-1.7527
86,1.2296,-0.39649,0.29882,2.5216,-1.8074
87,-1.1926,0.43807,-0.94597,-2.6804,-1.5944
88,-0.55886,3.6008,1.1301,-1.462,2.5819
89,-0.53279,0.60848,0.033104,-0.59435,-0.36878
90,-0.85098,-2.7062,-1.2366,-1.9055,-3.5853
91,0.70247,-1.8826,1.2487,1.6788,-2.0858
92,4.2732,0.18429,-1.7421,0.69969,-2.047
93,1.3999,-4.4351,-0.061207,1.2387,-0.79832
94,-2.3116,-1.1021,-1.1839,1.2223,-1.1035
95,-2.9252,-2.6596,-0.82432,1.8222,0.19698
96,-2.5984,0.95656,2.8623,2.0304,0.43047
97,1.0786,4.7295,2.0928,-0.00052111,-0.14565
98,0.43989,2.9025,1.1168,0.67086,0.15428
99,-1.5949,-3.4252,-1.2672,3.9436,5.0825
100,1.0038,-1.2804,-0.28017,0.64675,2.1295
101,1.8904,-0.35324,2.4092,0.46552,2.0481
102,3.3037,3.7102,3.9959,0.79993,3.8059
103,2.6009,3.0271,-1.4269,1.0307,2.4028
104,1.1987,1.4154,-0.11435,-2.7313,0.80238
105,-2.8447,-1.701,-0.70374,-0.34277,-0.24316
106,-0.12103,1.8006,1.2609,-1.6594,2.4173
107,2.0244,2.9193,1.2734,-0.71212,2.2523
108,-0.41641,0.58482,2.3493,-1.0502,-1.8799
109,-1.4764,-2.174,1.2125,-1.7978,-3.1012
110,-2.4013,3.7165,0.44813,0.33513,1.1654
111,3.0776,1.8506,2.7897,2.6064,1.2118
112,3.3368,-0.81512,1.3929,-0.0054043,0.27161
113,0.92166,-6.4948,-2.3109,-1.9723,-2.9552
114,3.0523,-1.0531,-1.27,-0.76486,1.582
115,2.3474,0.16121,0.54773,2.0606,-0.1748
116,2.8514,0.17865,-0.66051,3.1082,0.99769
117,1.4218,0.028096,-2.566,-0.28795,1.9213
118,-1.0762,1.8594,-1.3762,-1.7742,-2.2305
119,-2.0433,2.7452,0.24965,-0.94035,-1.5318
120,-5.1287,-4.4516,-0.89021,-2.327,-1.8264
121,-4.4684,-3.1075,-0.95031,-0.41026,-1.9864
122,-2.4657,0.52486,-1.5952,-1.9979,0.34998
123,0.60833,0.95103,-1.7054,1.4817,4.3179
124,-0.31719,0.022204,-1.2422,3.822,2.4994
125,-0.63049,-0.031895,-0.15763,3.8298,0.0017933
126,-0.15822,-1.6214,-0.5797,-2.7637,-2.0748
127,-2.3926,0.57624,-0.063325,-4.614,-2.1277
128,-0.81238,1.7856,4.5411,0.32273,0.10183
129,-0.27436,-0.71803,3.2396,0.80563,-0.59551
130,0.031879,-0.42248,3.3612,0.71021,1.1778
131,3.4605,2.0951,-0.62149,-2.264,-2.8617
132,5.1815,5.659,1.3196,-0.59236,0.7553
