,0,1,2,3,4
0,-2.4982,-2.487,-2.5565,-2.1306,-2.5623
1,-2.0039,-0.38301,-2.0725,-2.7005,-3.3043
2,0.48408,-0.93834,1.6047,-0.22118,2.9168
3,3.8071,1.4462,0.57783,2.2067,2.7489
4,0.54125,-0.83375,-1.853,-1.9248,-3.2403
5,-2.2156,-0.98712,-0.49516,0.049334,-4.4209
6,3.0102,2.4268,4.0253,1.6207,2.1132
7,3.2444,5.2289,1.0644,1.8718,4.1642
8,2.3093,0.47534,-1.9844,1.6038,3.451
9,0.3142,-0.69325,4.9392,3.5392,4.0703
10,-2.3991,-0.30042,-1.0141,-0.59799,-0.94519
11,-1.2084,-1.3906,-2.0626,-0.99045,-4.6144
12,3.3937,0.032304,3.5028,1.8865,1.0291
13,1.1241,0.55642,3.4804,2.6961,1.092
14,-5.1981,-1.0459,-2.9945,-2.9647,-3.0611
15,-0.97051,-0.71949,-1.35,-1.3635,3.4093
16,1.8597,-0.212,-0.19769,0.69504,2.156
17,-1.1495,2.0546,2.4473,1.1064,1.1665
18,0.14855,2.1779,1.3536,0.88665,-1.9631
19,-1.4213,1.1139,-0.46156,-1.1363,2.4662
20,1.7637,-2.6928,-1.9959,0.25264,0.94108
21,-3.4837,-0.060278,-4.9526,-1.4,-4.0084
22,-7.8677,-1.421,-2.6271,-0.66188,-0.42175
23,-1.25,-1.6938,-0.038411,-4.206,2.055
24,2.4475,-2.954,1.3718,-0.62095,0.43824
25,-0.28499,-1.0081,-2.6889,-1.9062,-5.8069
26,-0.67254,-1.4093,0.50653,0.53975,-3.7371
27,4.6303,5.6183,2.4157,1.909,4.6473
28,3.6669,0.52008,1.2901,2.9294,1.0644
29,4.3155,3.344,4.5597,2.9699,0.21364
30,3.4163,3.7053,4.8963,2.682,2.9818
31,-1.0704,1.0734,-0.8208,0.67186,-1.4171
32,-5.4948,-4.6989,-6.0477,-5.5962,-6.4937
33,-5.7267,-5.1541,-4.9356,-4.8128,-2.8841
34,-2.34,-3.8128,-3.0557,-1.5403,-3.34
35,-1.9415,-2.9181,-0.89032,-1.592,-1.9923
36,-0.42235,-0.95333,-0.83041,0.33494,-0.084692
37,-0.32625,4.476,2.9821,-0.45053,2.171
38,-0.85638,1.2934,1.572,-0.064518,1.5357
39,0.11105,-1.2829,-1.384,-1.7827,-3.4963
40,0.54048,-0.90499,0.93176,1.6593,1.8382
41,0.18346,0.079395,-0.74726,3.2716,3.6774
42,-1.3718,1.5873,1.6882,1.9931,1.4021
43,4.0649,-0.59175,3.6818,1.7779,1.6401
44,3.0261,5.0505,4.7629,2.735,3.7962
45,0.88054,5.0177,0.81337,-1.4772,-0.31327
46,1.9985,0.57521,1.1046,-1.3689,2.29
47,4.4362,-1.6741,0.70338,0.62421,4.047
48,3.6618,1.2918,-1.3104,0.79104,-0.45041
49,0.57108,-1.8338,-1.5743,-2.6436,-1.2288
50,2.5686,0.086782,-1.5795,-0.26435,-1.2009
51,-0.059327,-2.5937,-1.1277,-0.60049,-2.5063
52,-3.439,-2.8157,-3.0182,-0.2239,-4.7695
53,-3.3302,-0.71757,-3.3436,-1.4835,-1.235
54,-1.6102,1.8349,1.1737,-0.0071785,-0.67191
55,2.3432,0.97853,3.7621,3.4327,1.7001
56,-3.0365,-0.51655,-1.8648,-0.74541,-1.2547
57,-1.3663,-3.9006,-5.1306,-2.9161,-2.9612
58,-1.4162,-1.0901,-0.1379,0.26266,0.58885
59,2.2314,1.4263,0.65924,2.8401,1.4183
60,-0.73868,-0.162,-0.42697,0.56706,0.054179
61,-0.81447,-2.3638,-4.0306,-1.8028,-1.7775
62,-1.3085,0.36736,1.4432,-2.2548,1.9308
63,1.304,1.4061,2.3658,1.9141,3.7574
64,0.33581,-1.8037,0.47307,-0.083063,1.4984
65,2.4139,1.143,-0.80286,3.5346,3.0721
66,1.3419,3.5548,5.3269,4.4742,3.2141
67,0.6567,4.9046,5.1463,4.5403,1.5074
68,3.3489,5.6785,3.5619,1.4338,3.9225
69,1.1972,3.8875,0.036981,-2.9792,1.5357
70,1.2831,1.5497,1.5951,1.6477,3.0079
71,0.23694,-0.88997,1.1602,-1.0668,2.7955
72,-1.5385,-6.2826,-3.0084,-2.6391,0.19508
73,-1.913,-3.981,-2.0463,0.70902,-0.41508
74,-0.12407,-4.1246,-1.6535,-2.339,-3.1729
75,2.2291,-0.772,1.1075,1.6578,-2.94
76,1.93,0.76456,1.1139,2.6628,-1.0806
77,-1.5717,2.6929,-0.69341,-2.873,-2.8217
78,-3.0505,1.3875,-1.9458,-1.1536,0.2386
79,0.53797,-1.6844,-0.36124,2.914,-0.44369
80,-1.274,-1.4744,-2.8146,-1.1489,-3.515
81,-5.1239,-2.0003,-5.3072,-4.7994,-8.1219
82,-2.4675,0.9308,-0.83643,-3.36,-3.1204
83,-0.35435,0.48577,3.6181,-0.76784,3.3498
84,1.4889,0.7466,0.99791,2.0248,1.2171
85,3.7213,1.4038,1.1622,0.93695,-2.5817
86,-0.619,-1.6071,1.8344,-0.73066,-2.7861
87,-1.8634,-3.356,-0.90409,-0.77344,-2.3463
88,-3.5533,-2.7717,-2.8283,-1.2147,-0.75301
89,-1.6048,-3.3857,3.0537,-0.31292,-0.6716
90,0.24391,0.54475,1.9809,-0.34512,-0.65443
91,3.4488,1.9689,-1.28,0.90072,2.4809
92,2.2526,1.5281,-0.95719,-2.8788,2.6894
93,-3.6656,-1.0116,-3.5647,-4.8052,-4.8352
94,-4.3231,0.37408,-2.3634,-2.355,-3.833
95,1.0222,-0.93961,1.9291,1.0244,4.4344
96,0.92671,-1.5905,1.9424,1.8824,0.72335
97,0.88151,-0.35546,2.4372,2.7579,2.009
98,-1.8089,-0.10819,0.66215,0.53856,0.86188
99,-0.51979,1.4732,-2.8624,-1.4979,0.66308
100,-1.6345,-0.46799,-4.0539,-3.0323,-3.7123
101,2.7367,1.2922,-2.1323,0.068704,1.7708
102,3.2669,2.8585,0.91172,1.8373,1.6036
103,1.6664,4.8473,4.0712,1.8651,5.8349
104,-3.06,5.0665,0.91445,-1.1128,2.2807
105,-1.5045,1.1764,-0.093203,0.64951,-4.9614
106,0.50729,-2.427,1.5834,1.0068,1.4711
107,1.7599,-2.155,0.38508,3.8375,0.66193
108,-1.8186,-0.90937,-0.51531,1.2244,-1.1042
109,-3.7935,-2.4348,-6.762,-1.9482,-5.0412
110,-1.1742,0.42186,-2.3982,-1.6388,-1.6452
111,1.9606,2.9997,1.3884,3.6776,4.8883
112,2.5137,2.8628,0.4473,1.6763,4.026
113,1.5153,-1.4233,-0.17575,-2.1911,-1.8635
114,2.977,0.10888,0.75375,0.33648,-0.76311
115,3.5473,0.88517,1.1201,0.87367,2.3026
116,2.303,1.7259,4.768,3.16,1.1587
117,2.0856,-0.094048,2.5,3.6411,2.7353
118,1.4007,-1.1007,2.422,1.5861,1.9675
119,-2.514,1.1998,1.1613,0.48615,1.5031
120,-3.3567,1.3952,-2.6878,-2.3831,-0.924
121,-2.4894,-2.0038,-4.1442,-3.3906,-5.5003
122,-3.0795,-4.682,-4.3532,-0.030287,0.6416
123,-0.60466,-2.3271,-0.12508,-2.8413,0.19685
124,1.5222,-2.766,3.7662,-0.33471,-1.9862
125,-1.5995,-1.9289,0.19748,-0.95846,-0.92188
126,-2.0135,-1.1939,-2.5153,-2.8882,-1.089
127,-0.69203,-0.21566,-0.81232,-0.49999,0.54516
128,3.0865,3.7528,4.9147,-0.24964,4.5187
129,0.74017,5.4449,1.5579,1.457,2.0861
130,2.7717,1.8629,0.36867,3.6813,2.6673
131,5.6787,-1.5793,2.2868,-0.42835,3.2609
132,3.6408,-1.2723,2.1017,1.3493,1.5522
133,3.6923,0.34837,0.5562,1.8547,1.1898
134,-0.52028,1.3013,-1.4982,-1.0844,-3.5561
135,-5.5378,1.5912,-1.9922,-0.37343,-2.3263
136,-0.45737,2.71,1.4918,-0.94238,1.2253
137,-1.466,0.040738,0.42546,1.7897,-0.4418
138,-2.627,-3.6146,-3.8878,2.1756,0.37818
139,-2.3108,-5.7067,-1.6126,-0.46641,-2.2841
140,-3.2009,-2.7789,-0.54664,-3.2779,-5.6485
141,-2.3917,-2.3512,-1.3996,-4.4271,-4.5923
142,-1.1104,-2.1885,-1.1872,-3.8878,-2.704
143,0.51179,2.308,2.7882,1.877,0.16131
144,4.6524,3.0869,2.2375,1.8434,3.5779
145,5.1367,0.72759,3.0719,3.4956,2.893
146,0.78821,-0.51768,-0.76709,-0.31953,-0.74685
147,0.81641,2.3426,3.4372,2.4594,-0.31638
148,-0.85775,-1.5573,-0.63421,0.054752,1.3712
149,0.38253,0.70203,3.484,1.8846,4.1685
150,-1.3254,1.5565,0.10113,0.8369,-1.5497
151,-5.1334,-0.6318,-5.7797,-2.5832,-5.0274
152,-1.341,-1.3799,-0.85567,-3.5919,-0.68021
153,-1.2095,-2.399,-0.85112,-3.3666,0.041317
154,-2.0994,-2.7464,-2.4061,-0.90433,-4.0389
155,-1.6108,0.94679,-1.188,0.98829,-1.6428
156,0.24436,-0.9308,3.1245,2.1711,3.7056
157,1.4502,1.3466,0.633,0.16948,-1.259
158,1.6574,3.4483,-0.5407,-0.89707,3.6899
159,-0.46718,0.38704,-0.93446,1.2782,1.358
160,0.52702,-2.8298,-3.676,2.4202,-1.8467
161,-0.9483,0.77898,0.11717,0.69323,1.5121
162,1.0671,4.5031,1.9752,0.35686,1.9476
163,3.2264,3.6283,3.7532,0.94053,1.0935
164,3.0081,1.0413,0.34249,4.1179,-0.5369
165,3.7417,-0.20902,0.69677,1.5467,2.1776
166,2.9653,1.1767,0.29385,-1.1409,1.3561
167,4.0851,2.7462,-0.010067,-0.9309,1.8403
168,1.909,0.93869,0.66765,2.3175,-0.17737
169,-2.9966,0.81813,-0.37942,1.5379,-0.3937
170,-2.0848,-1.0234,-0.39287,-3.6174,0.79745
171,0.42428,0.41706,-0.55054,-1.3091,-0.27433
172,-0.13922,-1.9556,1.1247,0.90012,1.1076
173,-0.58217,-4.1208,-2.5446,-0.40326,-2.4011
174,-1.3819,-2.0836,-0.07568,-3.0046,-0.43855
175,-2.6089,1.8493,-3.2918,-2.2639,-0.75698
176,-3.1972,-1.0273,-0.96729,-2.3658,-1.7836
177,1.1076,-3.2187,-0.038567,1.6905,1.6504
178,1.8318,-1.7408,0.41252,2.5025,0.87023
179,-4.44,-3.449,-4.2824,-2.7112,-5.4771
180,0.63959,-0.68171,1.5042,1.4822,-4.1368
181,-2.5774,-3.3385,-1.7358,-1.9142,-3.0818
182,-5.879,-1.8617,-5.817,-3.4618,-6.7431
183,-5.0759,2.2303,-4.511,-2.1124,-0.28648
184,-1.8655,0.40128,-2.0156,-1.9972,-1.237
185,0.37855,-3.8458,1.4594,1.1511,3.5634
186,2.3143,0.56585,3.3651,0.48723,2.5041
187,1.5985,3.3828,0.60364,-0.69925,-0.56557
188,1.7124,0.23646,-3.2891,-2.1452,-3.3854
189,-0.62283,0.25195,6.473,4.6471,5.3427
190,-0.076094,0.85317,2.5254,1.8495,2.4485
191,1.9049,1.4255,-1.0487,-0.91908,-0.62574
192,1.653,1.3199,-2.0739,-2.8166,-0.35747
193,-1.1303,1.6699,3.5846,-0.81384,1.2718
194,2.5241,2.7871,4.26,1.0315,2.0249
195,3.48,3.111,-2.1185,-0.037514,0.84757
196,2.4706,0.35053,-2.4657,-2.3218,-1.1668
