X0,X1,X2,X4,X7,X5,X3,X13,X6,X8,X9,X19,X10,X11,X12,X14,X15,X18,X16,X17,X20,X21,X24,X22,X23
0.0526507444690461,0.0113949220834957,-0.0104172753869298,-0.1635044100440719,-0.0298356884591649,-0.1154411506537576,0.0489967609593562,0.1275219623425008,0.1024146954210397,-0.0207336039462308,0.1762659617204995,0.0859760156370325,-0.2369922572621247,0.1687440995535366,-0.5080192116257718,0.1269280594506211,0.8092872292537563,0.4713494996573268,-0.0003593118181089,-0.5456179904065935,-0.0641624339085488,0.5056643476740357,0.2793940776571685,-0.2825961180902999,0.2955907717048696
0.0921990664759499,-0.0113113961561803,-0.0325213033771983,0.0278250492969151,0.2267670452638054,0.0045994730314316,0.1361289904749582,-0.1471945250484804,0.0905853798302219,0.0847318313819306,0.1479287912416947,0.1694582969601892,-0.4103237926482551,-0.2408670042751749,0.0791041491790684,0.2432151093409248,0.2769256137695236,0.0320291287859865,0.1975328579701052,-0.4383668710458292,-0.8768188798591177,0.5148055526957172,-0.3028607104069496,-1.0394440873190411,-0.817717812054553
-0.13468591774726,-0.0847075411204343,0.0363910828733405,0.0426973889244757,0.0445388813520089,0.0365072357614309,-0.285373947388197,-0.0001077000657395,-0.0037641820924347,0.0143293317304417,-0.0382705201811863,0.1745335090898777,0.2480547980640556,0.1304943451333137,-0.0149441652677485,-0.2514715887116954,-0.0849961625350422,-0.0342701895275134,-0.1361536983166275,0.2109399926442828,-0.0683275977456311,-0.1364136341042257,0.3469831433110708,0.1000395654609044,0.3311343360887606
-0.1089250390451393,0.1667411110420633,0.1115552500393883,0.0343678867470433,0.0772515397834799,0.0880977304881184,0.1613452186612108,-0.2008733108889745,-0.2219589025311583,0.242633266388269,-0.216105254075504,-0.2145021624275545,0.3189187360854784,0.0457544733815549,0.1986131043824909,-0.3372986852945547,-0.3953834361369807,-0.2165429187793778,0.3110342923926379,0.4770044882080413,0.645417676367535,-0.8998748673733401,-0.2637299860965931,0.6786226340007928,0.4652644619975118
-0.0481420313034196,-0.0228765926142749,0.0402444456249517,0.1445710604345794,-0.0010994245837624,-0.0385848951637537,-0.1160326672410493,-0.2073478520781456,-0.2116883773844455,0.0059966426459983,-0.228989970108269,-0.0947208988944981,0.4094208728196393,0.4257754120943529,0.0744403662339189,-0.5429394799964852,-0.615637717826342,-0.1948470097553835,0.245839015142526,0.7266032556486902,0.6381207626235321,-0.9896866604660872,-0.0282362000000924,0.7448459800083008,0.9064033696487312
-0.0160066250765428,-0.0299746045587305,-0.0679241281140198,-0.0284148945985667,0.0611075562610326,-0.0247529673608688,-0.0634283673518212,0.0080509791036142,0.1398351258742007,0.0220770338730205,0.1696000126793954,0.1625152865025594,-0.1214699086806714,0.0231969627727059,-0.1611219307772471,-0.0321402069239169,0.1559543885307008,0.1634675833808003,-0.1871391041871375,0.0826097441237813,-0.0638123907268455,0.2711945201138138,0.0289270173067556,-0.1314791219306861,-0.1263791477682039
0.1835169094221765,0.0985926214432523,0.0513573325563166,-0.0352065012536492,0.0669249000240777,-0.0465383848548087,0.0706585253879454,0.0198718983559728,0.0659112180320308,0.3265980015776373,0.0621480015650775,0.0781358279508948,-0.3452307611403253,-0.1725050688204393,0.204091730351991,0.2710131389206743,0.3640732716941807,-0.0335404969869039,0.2183941086275972,-0.7611517899273021,-0.6638567938477671,0.4055239497112525,-0.5930388824428482,-0.6909453214721,-0.7201958419501235
0.0968884548725284,-0.0054947393433545,-0.1861683497307702,0.0580475844566829,0.0255993099427009,-0.1587928454615201,0.0862324659637229,0.1059029430263876,0.2148610943025728,-0.2159443298523981,0.2700926809443573,0.2319245797342363,-0.2449362844911404,0.1315415666030396,-0.1829206873760997,0.1460532586191627,0.3208811278678734,0.0256031193403948,0.0469580315042406,-0.1289153703966438,-0.536220995975899,0.3356356480280478,0.2541293799961481,-0.5967903318001188,-0.0964449617841758
-0.0998902599612962,0.0192155184506774,-0.0747866791148398,-0.0233550066445391,0.0545166166263537,-0.013067064344832,-0.1395611416199826,0.1160279655374205,-0.0275677703564404,0.0254707585372972,0.0790093353001867,0.2048131562269108,-0.008360286925318,0.0520996027500919,-0.1631740778898158,-0.1037231138712033,0.1830292477497833,0.046056992187688,0.074113870459867,0.0172481654782427,-0.1421875455874991,-0.0229703147805572,0.2504744577694803,-0.2712008641719621,0.2955155437475097
0.0617061556189307,-0.0142228486782387,-0.0941715440837702,-0.0178824173200376,0.0623857860301584,-0.0309480578779544,-0.2344224220636016,0.0828379085068688,-0.137928905590393,0.1078889510465554,-0.1751238023181359,0.0347784184715681,0.1432422853370399,0.3512401092738392,-0.2162360741691735,-0.3689083107235698,0.1700040094350155,0.2040841772171016,0.0190809270325251,0.0492537537485194,0.3235416307092004,-0.1113778607961849,0.2032099744727971,0.5241125909634508,0.5158277340704858
